,date_place,combined_text
525,"2015-06-10, Austin","dry, scorching, hot ||"
526,"2015-06-11, Austin","dry, scorching, hot ||"
527,"2015-06-12, Austin","dry, scorching, hot ||"
528,"2015-06-13, Austin","torrential, scorching, hot ||"
529,"2015-06-14, Austin","torrential, hot, hot ||"
530,"2015-06-15, Austin","torrential, hot, hot ||"
531,"2015-06-16, Austin","downpour, hot, hot ||"
532,"2015-06-17, Austin","torrential, hot, hot ||"
533,"2015-06-18, Austin","torrential, hot, hot ||"
534,"2015-06-19, Austin","torrential, hot, hot ||"
535,"2015-06-20, Austin","drizzle, hot, hot ||"
536,"2015-06-21, Austin","dry, hot, hot ||"
537,"2015-06-22, Austin","rain, hot, hot ||"
538,"2015-06-23, Austin","dry, hot, hot ||"
539,"2015-06-24, Austin","dry, scorching, hot ||"
540,"2015-06-25, Austin","dry, scorching, hot ||"
541,"2015-06-26, Austin","dry, scorching, hot ||"
542,"2015-06-27, Austin","downpour, scorching, hot ||"
543,"2015-06-28, Austin","torrential, scorching, hot ||"
544,"2015-06-29, Austin","downpour, hot, hot ||"
545,"2015-06-30, Austin","downpour, scorching, hot ||"
546,"2015-07-01, Austin","torrential, scorching, hot ||"
547,"2015-07-02, Austin","torrential, hot, hot ||"
548,"2015-07-03, Austin","dry, hot, hot ||"
549,"2015-07-04, Austin","dry, scorching, hot ||"
550,"2015-07-05, Austin","rain, scorching, hot ||"
551,"2015-07-06, Austin","dry, scorching, hot ||"
552,"2015-07-07, Austin","dry, scorching, hot ||"
553,"2015-07-08, Austin","dry, scorching, hot ||"
554,"2015-07-09, Austin","dry, scorching, hot ||"
555,"2015-07-10, Austin","dry, scorching, hot ||"
556,"2015-07-11, Austin","dry, scorching, hot ||"
557,"2015-07-12, Austin","dry, scorching, hot ||"
558,"2015-07-13, Austin","dry, scorching, hot ||"
559,"2015-07-14, Austin","dry, scorching, hot ||"
560,"2015-07-15, Austin","dry, scorching, hot ||"
561,"2015-07-16, Austin","dry, scorching, hot ||"
562,"2015-07-17, Austin","dry, scorching, hot ||"
563,"2015-07-18, Austin","dry, scorching, hot ||"
564,"2015-07-19, Austin","dry, scorching, hot ||"
565,"2015-07-20, Austin","dry, scorching, hot ||"
566,"2015-07-21, Austin","dry, scorching, hot ||"
567,"2015-07-22, Austin","dry, scorching, hot ||"
568,"2015-07-23, Austin","dry, scorching, hot ||"
569,"2015-07-24, Austin","dry, scorching, hot ||"
570,"2015-07-25, Austin","dry, scorching, hot ||"
571,"2015-07-26, Austin","dry, scorching, hot ||"
572,"2015-07-27, Austin","dry, scorching, hot ||"
573,"2015-07-28, Austin","dry, scorching, hot ||"
574,"2015-07-29, Austin","dry, scorching, hot ||"
575,"2015-07-30, Austin","dry, scorching, hot ||"
576,"2015-07-31, Austin","rain, scorching, hot ||"
577,"2015-08-01, Austin","dry, scorching, hot ||"
578,"2015-08-02, Austin","dry, scorching, hot ||"
579,"2015-08-03, Austin","dry, scorching, hot ||"
580,"2015-08-04, Austin","dry, scorching, hot ||"
581,"2015-08-05, Austin","drizzle, scorching, hot ||"
582,"2015-08-06, Austin","dry, scorching, hot ||"
583,"2015-08-07, Austin","dry, scorching, hot ||"
584,"2015-08-08, Austin","dry, scorching, hot ||"
585,"2015-08-09, Austin","dry, scorching, hot ||"
586,"2015-08-10, Austin","dry, scorching, hot ||"
587,"2015-08-11, Austin","dry, scorching, hot ||"
588,"2015-08-12, Austin","drizzle, scorching, hot ||"
589,"2015-08-13, Austin","dry, scorching, hot ||"
590,"2015-08-14, Austin","rain, scorching, hot ||"
591,"2015-08-15, Austin","dry, scorching, hot ||"
592,"2015-08-16, Austin","dry, scorching, hot ||"
593,"2015-08-17, Austin","rain, scorching, hot ||"
594,"2015-08-18, Austin","rain, scorching, hot ||"
595,"2015-08-19, Austin","dry, scorching, hot ||"
596,"2015-08-20, Austin","rain, scorching, hot ||"
597,"2015-08-21, Austin","torrential, hot, hot ||"
598,"2015-08-22, Austin","torrential, hot, hot ||"
599,"2015-08-23, Austin","dry, scorching, hot ||"
600,"2015-08-24, Austin","dry, scorching, hot ||"
601,"2015-08-25, Austin","dry, scorching, hot ||"
602,"2015-08-26, Austin","downpour, scorching, hot ||"
603,"2015-08-27, Austin","dry, scorching, warm ||"
604,"2015-08-28, Austin","dry, scorching, warm ||"
605,"2015-08-29, Austin","dry, scorching, warm ||"
606,"2015-08-30, Austin","dry, scorching, warm ||"
607,"2015-08-31, Austin","dry, scorching, warm ||"
608,"2015-09-01, Austin","downpour, hot, hot ||"
609,"2015-09-02, Austin","downpour, hot, hot ||"
610,"2015-09-03, Austin","torrential, hot, hot ||"
611,"2015-09-04, Austin","downpour, hot, hot ||"
612,"2015-09-05, Austin","torrential, scorching, hot ||"
613,"2015-09-06, Austin","torrential, hot, hot ||"
614,"2015-09-07, Austin","dry, scorching, hot ||"
615,"2015-09-08, Austin","dry, scorching, hot ||"
616,"2015-09-09, Austin","torrential, scorching, hot ||"
617,"2015-09-10, Austin","dry, hot, hot ||"
618,"2015-09-11, Austin","torrential, hot, hot ||"
619,"2015-09-12, Austin","torrential, hot, warm ||"
620,"2015-09-13, Austin","dry, hot, warm ||"
621,"2015-09-14, Austin","dry, hot, warm ||"
622,"2015-09-15, Austin","dry, hot, warm ||"
623,"2015-09-16, Austin","downpour, hot, hot ||"
624,"2015-09-17, Austin","drizzle, scorching, hot ||"
625,"2015-09-18, Austin","dry, scorching, hot ||"
626,"2015-09-19, Austin","dry, scorching, warm ||"
627,"2015-09-20, Austin","dry, scorching, warm ||"
628,"2015-09-21, Austin","dry, scorching, warm ||"
629,"2015-09-22, Austin","dry, scorching, warm ||"
630,"2015-09-23, Austin","dry, scorching, warm ||"
631,"2015-09-24, Austin","dry, hot, warm ||"
632,"2015-09-25, Austin","dry, hot, warm ||"
633,"2015-09-26, Austin","dry, scorching, warm ||"
634,"2015-09-27, Austin","dry, scorching, warm ||"
635,"2015-09-28, Austin","dry, hot, warm ||"
636,"2015-09-29, Austin","rain, hot, warm ||"
637,"2015-09-30, Austin","dry, scorching, warm ||"
638,"2015-10-01, Austin","dry, scorching, warm ||"
639,"2015-10-02, Austin","dry, hot, warm ||"
640,"2015-10-03, Austin","dry, hot, cold ||"
641,"2015-10-04, Austin","dry, hot, warm ||"
642,"2015-10-05, Austin","dry, hot, warm ||"
643,"2015-10-06, Austin","dry, hot, warm ||"
644,"2015-10-07, Austin","dry, hot, warm ||"
645,"2015-10-08, Austin","dry, hot, warm ||"
646,"2015-10-09, Austin","dry, hot, warm ||"
647,"2015-10-10, Austin","dry, hot, warm ||"
648,"2015-10-11, Austin","dry, hot, warm ||"
649,"2015-10-12, Austin","dry, scorching, warm ||"
650,"2015-10-13, Austin","dry, scorching, hot ||"
651,"2015-10-14, Austin","dry, scorching, warm ||"
652,"2015-10-15, Austin","dry, scorching, warm ||"
653,"2015-10-16, Austin","dry, scorching, warm ||"
654,"2015-10-17, Austin","dry, hot, warm ||"
655,"2015-10-18, Austin","dry, hot, warm ||"
656,"2015-10-19, Austin","dry, hot, warm ||"
657,"2015-10-20, Austin","dry, hot, warm ||"
658,"2015-10-21, Austin","dry, hot, warm ||"
659,"2015-10-22, Austin","rain, hot, hot ||"
660,"2015-10-23, Austin","torrential, hot, hot ||"
661,"2015-10-24, Austin","torrential, hot, hot ||"
662,"2015-10-25, Austin","torrential, hot, warm ||"
663,"2015-10-26, Austin","downpour, warm, warm ||"
664,"2015-10-27, Austin","dry, hot, warm ||"
665,"2015-10-28, Austin","dry, hot, warm ||"
666,"2015-10-29, Austin","dry, hot, warm ||"
667,"2015-10-30, Austin","drizzle, hot, warm ||"
668,"2015-10-31, Austin","torrential, hot, warm ||"
669,"2015-11-01, Austin","downpour, hot, warm ||"
670,"2015-11-02, Austin","dry, hot, warm ||"
671,"2015-11-03, Austin","dry, hot, warm ||"
672,"2015-11-04, Austin","dry, hot, warm ||"
673,"2015-11-05, Austin","dry, hot, warm ||"
674,"2015-11-06, Austin","downpour, hot, warm ||"
675,"2015-11-07, Austin","downpour, hot, warm ||"
676,"2015-11-08, Austin","torrential, warm, warm ||"
677,"2015-11-09, Austin","dry, hot, warm ||"
678,"2015-11-10, Austin","dry, hot, warm ||"
679,"2015-11-11, Austin","rain, hot, warm ||"
680,"2015-11-12, Austin","downpour, hot, warm ||"
681,"2015-11-13, Austin","dry, hot, warm ||"
682,"2015-11-14, Austin","dry, warm, warm ||"
683,"2015-11-15, Austin","dry, hot, warm ||"
684,"2015-11-16, Austin","dry, hot, warm ||"
685,"2015-11-17, Austin","downpour, hot, warm ||"
686,"2015-11-18, Austin","torrential, hot, cold ||"
687,"2015-11-19, Austin","dry, hot, cold ||"
688,"2015-11-20, Austin","dry, hot, cold ||"
689,"2015-11-21, Austin","downpour, hot, warm ||"
690,"2015-11-22, Austin","downpour, warm, cold ||"
691,"2015-11-23, Austin","dry, warm, cold ||"
692,"2015-11-24, Austin","dry, warm, cold ||"
693,"2015-11-25, Austin","dry, hot, warm ||"
694,"2015-11-26, Austin","dry, nan, nan"
695,"2015-11-27, Austin","torrential, hot, hot ||"
696,"2015-11-28, Austin","torrential, hot, cold ||"
697,"2015-11-29, Austin","torrential, cold, cold ||"
698,"2015-11-30, Austin","dry, warm, cold ||"
699,"2015-12-01, Austin","downpour, warm, cold ||"
700,"2015-12-02, Austin","drizzle, warm, cold ||"
701,"2015-12-03, Austin","dry, warm, cold ||"
702,"2015-12-04, Austin","dry, warm, cold ||"
703,"2015-12-05, Austin","dry, warm, cold ||"
704,"2015-12-06, Austin","dry, warm, cold ||"
705,"2015-12-07, Austin","dry, warm, cold ||"
706,"2015-12-08, Austin","dry, hot, cold ||"
707,"2015-12-09, Austin","dry, hot, cold ||"
708,"2015-12-10, Austin","rain, hot, warm ||"
709,"2015-12-11, Austin","dry, hot, warm ||"
710,"2015-12-12, Austin","dry, hot, warm ||"
711,"2015-12-13, Austin","torrential, hot, warm ||"
712,"2015-12-14, Austin","torrential, hot, cold ||"
713,"2015-12-15, Austin","drizzle, hot, cold ||"
714,"2015-12-16, Austin","rain, hot, warm ||"
715,"2015-12-17, Austin","dry, warm, cold ||"
716,"2015-12-18, Austin","dry, warm, cold ||"
717,"2015-12-19, Austin","dry, warm, cold ||"
718,"2015-12-20, Austin","dry, warm, cold ||"
719,"2015-12-21, Austin","dry, hot, cold ||"
720,"2015-12-22, Austin","dry, hot, warm ||"
721,"2015-12-23, Austin","dry, hot, warm ||"
722,"2015-12-24, Austin","dry, hot, warm ||"
723,"2015-12-25, Austin","dry, hot, warm ||"
724,"2015-12-26, Austin","rain, hot, warm ||"
725,"2015-12-27, Austin","rain, hot, hot ||"
726,"2015-12-28, Austin","torrential, hot, cold ||"
727,"2015-12-29, Austin","dry, cold, cold ||"
728,"2015-12-30, Austin","downpour, warm, cold ||"
729,"2015-12-31, Austin","dry, warm, cold ||"
730,"2016-01-01, Austin","drizzle, warm, cold ||"
731,"2016-01-02, Austin","downpour, cold, cold ||"
732,"2016-01-03, Austin","downpour, warm, cold ||"
733,"2016-01-04, Austin","dry, warm, cold ||"
734,"2016-01-05, Austin","dry, warm, cold ||"
735,"2016-01-06, Austin","dry, warm, cold ||"
736,"2016-01-07, Austin","torrential, warm, cold ||"
737,"2016-01-08, Austin","rain, warm, cold ||"
738,"2016-01-09, Austin","torrential, warm, cold ||"
739,"2016-01-10, Austin","dry, warm, cold ||"
740,"2016-01-11, Austin","dry, warm, freezing ||"
741,"2016-01-12, Austin","dry, warm, cold ||"
742,"2016-01-13, Austin","dry, warm, cold ||"
743,"2016-01-14, Austin","dry, warm, cold ||"
744,"2016-01-15, Austin","dry, warm, cold ||"
745,"2016-01-16, Austin","dry, hot, cold ||"
746,"2016-01-17, Austin","torrential, nan, nan"
747,"2016-01-18, Austin","dry, warm, freezing ||"
748,"2016-01-19, Austin","downpour, warm, cold ||"
749,"2016-01-20, Austin","dry, warm, cold ||"
750,"2016-01-21, Austin","dry, warm, cold ||"
751,"2016-01-22, Austin","downpour, warm, cold ||"
752,"2016-01-23, Austin","dry, warm, freezing ||"
753,"2016-01-24, Austin","dry, warm, freezing ||"
754,"2016-01-25, Austin","dry, warm, cold ||"
755,"2016-01-26, Austin","rain, hot, warm ||"
756,"2016-01-27, Austin","downpour, warm, cold ||"
757,"2016-01-28, Austin","dry, warm, freezing ||"
758,"2016-01-29, Austin","dry, warm, cold ||"
759,"2016-01-30, Austin","dry, hot, cold ||"
760,"2016-01-31, Austin","dry, hot, warm ||"
761,"2016-02-01, Austin","dry, hot, warm ||"
762,"2016-02-02, Austin","dry, hot, warm ||"
763,"2016-02-03, Austin","dry, hot, cold ||"
764,"2016-02-04, Austin","dry, warm, cold ||"
765,"2016-02-05, Austin","dry, warm, freezing ||"
766,"2016-02-06, Austin","rain, warm, cold ||"
767,"2016-02-07, Austin","dry, warm, freezing ||"
768,"2016-02-08, Austin","dry, warm, cold ||"
769,"2016-02-09, Austin","dry, warm, cold ||"
770,"2016-02-10, Austin","dry, warm, cold ||"
771,"2016-02-11, Austin","dry, hot, cold ||"
772,"2016-02-12, Austin","dry, hot, warm ||"
773,"2016-02-13, Austin","dry, hot, warm ||"
774,"2016-02-14, Austin","dry, hot, warm ||"
775,"2016-02-15, Austin","dry, hot, warm ||"
776,"2016-02-16, Austin","dry, hot, cold ||"
777,"2016-02-17, Austin","dry, hot, cold ||"
778,"2016-02-18, Austin","dry, hot, cold ||"
779,"2016-02-19, Austin","dry, hot, warm ||"
780,"2016-02-20, Austin","dry, hot, warm ||"
781,"2016-02-21, Austin","dry, hot, warm ||"
782,"2016-02-22, Austin","torrential, hot, warm ||"
783,"2016-02-23, Austin","torrential, warm, warm ||"
784,"2016-02-24, Austin","dry, hot, cold ||"
785,"2016-02-25, Austin","dry, warm, cold ||"
786,"2016-02-26, Austin","dry, hot, cold ||"
787,"2016-02-27, Austin","dry, warm, cold ||"
788,"2016-02-28, Austin","dry, hot, cold ||"
789,"2016-02-29, Austin","dry, hot, cold ||"
790,"2016-03-01, Austin","dry, hot, warm ||"
791,"2016-03-02, Austin","dry, hot, warm ||"
792,"2016-03-03, Austin","dry, hot, warm ||"
793,"2016-03-04, Austin","dry, hot, cold ||"
794,"2016-03-05, Austin","dry, hot, cold ||"
795,"2016-03-06, Austin","dry, hot, warm ||"
796,"2016-03-07, Austin","dry, hot, warm ||"
797,"2016-03-08, Austin","downpour, hot, warm ||"
798,"2016-03-09, Austin","torrential, hot, warm ||"
799,"2016-03-10, Austin","torrential, warm, warm ||"
800,"2016-03-11, Austin","torrential, hot, warm ||"
801,"2016-03-12, Austin","torrential, hot, warm ||"
802,"2016-03-13, Austin","dry, hot, warm ||"
803,"2016-03-14, Austin","dry, hot, warm ||"
804,"2016-03-15, Austin","dry, hot, warm ||"
805,"2016-03-16, Austin","dry, hot, warm ||"
806,"2016-03-17, Austin","dry, hot, warm ||"
807,"2016-03-18, Austin","dry, hot, warm ||"
808,"2016-03-19, Austin","dry, hot, warm ||"
809,"2016-03-20, Austin","dry, warm, cold ||"
810,"2016-03-21, Austin","dry, warm, cold ||"
811,"2016-03-22, Austin","dry, warm, cold ||"
812,"2016-03-23, Austin","dry, hot, warm ||"
813,"2016-03-24, Austin","torrential, hot, warm ||"
814,"2016-03-25, Austin","dry, warm, cold ||"
815,"2016-03-26, Austin","dry, nan, nan"
816,"2016-03-27, Austin","dry, hot, cold ||"
817,"2016-03-28, Austin","dry, hot, cold ||"
818,"2016-03-29, Austin","dry, hot, cold ||"
819,"2016-03-30, Austin","rain, hot, warm ||"
820,"2016-03-31, Austin","rain, hot, hot ||"
821,"2016-04-01, Austin","rain, hot, warm ||"
822,"2016-04-02, Austin","rain, hot, cold ||"
823,"2016-04-03, Austin","dry, hot, cold ||"
824,"2016-04-04, Austin","dry, hot, cold ||"
825,"2016-04-05, Austin","dry, hot, warm ||"
826,"2016-04-06, Austin","dry, hot, warm ||"
827,"2016-04-07, Austin","dry, hot, warm ||"
828,"2016-04-08, Austin","dry, hot, warm ||"
829,"2016-04-09, Austin","drizzle, hot, warm ||"
830,"2016-04-10, Austin","rain, hot, warm ||"
831,"2016-04-11, Austin","rain, hot, warm ||"
832,"2016-04-12, Austin","rain, hot, warm ||"
833,"2016-04-13, Austin","torrential, hot, warm ||"
834,"2016-04-14, Austin","drizzle, warm, warm ||"
835,"2016-04-15, Austin","drizzle, hot, warm ||"
836,"2016-04-16, Austin","dry, hot, warm ||"
837,"2016-04-17, Austin","downpour, hot, warm ||"
838,"2016-04-18, Austin","torrential, hot, warm ||"
839,"2016-04-19, Austin","torrential, hot, warm ||"
840,"2016-04-20, Austin","torrential, hot, warm ||"
841,"2016-04-21, Austin","torrential, hot, warm ||"
842,"2016-04-22, Austin","torrential, hot, warm ||"
843,"2016-04-23, Austin","dry, hot, warm ||"
844,"2016-04-24, Austin","dry, hot, warm ||"
845,"2016-04-25, Austin","downpour, hot, warm ||"
846,"2016-04-26, Austin","dry, hot, hot ||"
847,"2016-04-27, Austin","torrential, hot, warm ||"
848,"2016-04-28, Austin","dry, hot, warm ||"
849,"2016-04-29, Austin","dry, hot, hot ||"
850,"2016-04-30, Austin","downpour, hot, warm ||"
851,"2016-05-01, Austin","dry, hot, warm ||"
852,"2016-05-02, Austin","downpour, hot, warm ||"
853,"2016-05-03, Austin","rain, hot, warm ||"
854,"2016-05-04, Austin","dry, hot, warm ||"
855,"2016-05-05, Austin","dry, hot, warm ||"
856,"2016-05-06, Austin","dry, hot, warm ||"
857,"2016-05-07, Austin","dry, hot, warm ||"
858,"2016-05-08, Austin","dry, hot, warm ||"
859,"2016-05-09, Austin","drizzle, hot, warm ||"
860,"2016-05-10, Austin","dry, hot, hot ||"
861,"2016-05-11, Austin","downpour, hot, warm ||"
862,"2016-05-12, Austin","dry, hot, warm ||"
863,"2016-05-13, Austin","dry, hot, warm ||"
864,"2016-05-14, Austin","dry, hot, warm ||"
865,"2016-05-15, Austin","torrential, hot, warm ||"
866,"2016-05-16, Austin","torrential, hot, warm ||"
867,"2016-05-17, Austin","drizzle, hot, warm ||"
868,"2016-05-18, Austin","torrential, hot, warm ||"
869,"2016-05-19, Austin","drizzle, hot, warm ||"
870,"2016-05-20, Austin","torrential, hot, warm ||"
871,"2016-05-21, Austin","dry, hot, warm ||"
872,"2016-05-22, Austin","torrential, hot, warm ||"
873,"2016-05-23, Austin","downpour, hot, warm ||"
874,"2016-05-24, Austin","dry, hot, hot ||"
875,"2016-05-25, Austin","dry, hot, hot ||"
876,"2016-05-26, Austin","dry, hot, hot ||"
877,"2016-05-27, Austin","torrential, hot, warm ||"
878,"2016-05-28, Austin","torrential, hot, warm ||"
879,"2016-05-29, Austin","dry, hot, warm ||"
880,"2016-05-30, Austin","dry, hot, hot ||"
881,"2016-05-31, Austin","downpour, hot, warm ||"
882,"2016-06-01, Austin","torrential, hot, warm ||"
883,"2016-06-02, Austin","torrential, hot, hot ||"
884,"2016-06-03, Austin","torrential, hot, warm ||"
885,"2016-06-04, Austin","torrential, hot, warm ||"
886,"2016-06-05, Austin","downpour, hot, hot ||"
887,"2016-06-06, Austin","dry, hot, hot ||"
888,"2016-06-07, Austin","downpour, hot, hot ||"
889,"2016-06-08, Austin","dry, hot, hot ||"
890,"2016-06-09, Austin","dry, hot, hot ||"
891,"2016-06-10, Austin","downpour, hot, hot ||"
892,"2016-06-11, Austin","downpour, hot, hot ||"
893,"2016-06-12, Austin","dry, scorching, hot ||"
894,"2016-06-13, Austin","torrential, hot, hot ||"
895,"2016-06-14, Austin","dry, scorching, hot ||"
896,"2016-06-15, Austin","dry, scorching, hot ||"
897,"2016-06-16, Austin","dry, scorching, hot ||"
898,"2016-06-17, Austin","dry, scorching, hot ||"
899,"2016-06-18, Austin","dry, scorching, hot ||"
900,"2016-06-19, Austin","torrential, scorching, hot ||"
901,"2016-06-20, Austin","downpour, scorching, hot ||"
902,"2016-06-21, Austin","dry, scorching, hot ||"
903,"2016-06-22, Austin","dry, scorching, hot ||"
904,"2016-06-23, Austin","dry, scorching, hot ||"
905,"2016-06-24, Austin","dry, scorching, hot ||"
906,"2016-06-25, Austin","dry, scorching, hot ||"
907,"2016-06-26, Austin","dry, hot, hot ||"
908,"2016-06-27, Austin","dry, scorching, hot ||"
909,"2016-06-28, Austin","downpour, scorching, hot ||"
910,"2016-06-29, Austin","downpour, scorching, hot ||"
911,"2016-06-30, Austin","dry, scorching, hot ||"
912,"2016-07-01, Austin","dry, scorching, hot ||"
913,"2016-07-02, Austin","torrential, scorching, hot ||"
914,"2016-07-03, Austin","dry, scorching, hot ||"
915,"2016-07-04, Austin","dry, scorching, hot ||"
916,"2016-07-05, Austin","dry, scorching, hot ||"
917,"2016-07-06, Austin","dry, scorching, hot ||"
918,"2016-07-07, Austin","dry, scorching, hot ||"
919,"2016-07-08, Austin","dry, scorching, hot ||"
920,"2016-07-09, Austin","dry, scorching, hot ||"
921,"2016-07-10, Austin","dry, scorching, hot ||"
922,"2016-07-11, Austin","dry, scorching, hot ||"
923,"2016-07-12, Austin","dry, scorching, hot ||"
924,"2016-07-13, Austin","dry, scorching, hot ||"
925,"2016-07-14, Austin","dry, scorching, hot ||"
926,"2016-07-15, Austin","dry, scorching, hot ||"
927,"2016-07-16, Austin","dry, scorching, hot ||"
928,"2016-07-17, Austin","dry, scorching, hot ||"
929,"2016-07-18, Austin","dry, scorching, hot ||"
930,"2016-07-19, Austin","drizzle, scorching, hot ||"
931,"2016-07-20, Austin","dry, scorching, hot ||"
932,"2016-07-21, Austin","dry, scorching, hot ||"
933,"2016-07-22, Austin","dry, scorching, hot ||"
